Episodes,B2,S3,B3,B1,S2,S1,episode_len
1503,3.405625,3.35,4.845625,2.556875,2.3075,4.334375,29.65
1504,3.405625,3.509375,4.774375,2.5975,2.3075,4.205625,29.65
1505,3.56875,3.498125,4.785625,2.5975,2.344375,4.205625,29.65
1507,3.56875,3.66375,4.858125,2.631875,2.344375,4.133125,29.65
1508,3.67875,3.75375,4.858125,2.631875,2.344375,4.133125,29.65
1509,3.83625,3.630625,4.78125,2.47875,2.34,4.133125,29.65
1511,3.83625,3.500625,4.930625,2.325,2.34,4.2675,29.65
1512,3.83625,3.6225,4.8675,2.403125,2.34,4.130625,29.65
1514,4.00625,3.600625,4.691875,2.743125,2.41375,4.144375,29.56
1515,3.99,3.731875,4.8675,2.743125,2.438125,4.029375,29.56
1516,3.99,3.59625,4.803125,2.6925,2.438125,3.88,29.56
1518,4.11125,3.59625,4.65,2.781875,2.6375,3.823125,29.56
1519,4.11125,3.434375,4.611875,2.72875,2.6375,3.67625,29.56
1520,4.11125,3.434375,4.669375,2.72875,2.78,3.67625,29.56
1521,4.22,3.434375,4.669375,2.72875,2.87125,3.67625,29.56
1523,4.40125,3.53125,4.669375,2.72875,2.87125,3.798125,29.56
1524,4.54625,3.53125,4.72,2.72875,2.92625,3.9475,29.56
1525,4.518125,3.394375,4.726875,2.72875,2.998125,4.03375,29.56
1527,4.46125,3.328125,4.64875,2.76625,3.12125,4.074375,29.56
1528,4.305,3.414375,4.71875,2.76625,3.12125,4.074375,29.56
1530,4.226875,3.6675,4.96,2.765,3.170625,4.01,29.46
1531,4.3675,3.6675,4.96,2.711875,3.083125,4.01,29.46
1532,4.518125,3.740625,4.96,2.83875,3.1325,4.01,29.46
1534,4.446875,3.811875,4.87125,2.705,3.005625,4.159375,29.46
1535,4.446875,3.811875,4.87125,2.705,3.005625,4.159375,29.46
1536,4.446875,3.96,4.77,2.705,3.005625,4.1125,29.46
1538,4.544375,4.0625,4.594375,2.626875,2.98125,3.990625,29.46
1539,4.544375,4.0625,4.594375,2.626875,2.98125,3.990625,29.46
1540,4.70625,4.0625,4.594375,2.468125,2.978125,3.990625,29.46
1542,4.55,4.224375,4.639375,2.50625,2.806875,4.273125,29.46
1543,4.55,4.069375,4.639375,2.46125,2.806875,4.273125,29.46
1544,4.55,3.979375,4.529375,2.46125,2.806875,4.273125,29.46
1545,4.6825,3.956875,4.419375,2.46125,2.806875,4.273125,29.46
1547,4.76,3.776875,4.199375,2.46125,2.806875,4.195625,29.46
1548,4.76,3.686875,4.089375,2.46125,2.806875,4.195625,29.46
1549,4.610625,3.596875,3.979375,2.46125,2.75625,4.195625,29.46
1551,4.920625,3.5375,3.895625,2.605,2.906875,4.134375,29.46
1552,4.934375,3.5375,3.940625,2.605,3.009375,4.173125,29.46
1553,5.031875,3.5375,3.849375,2.605,3.003125,4.173125,29.46
1555,5.081875,3.453125,3.73375,2.605,3.153125,4.173125,29.46
1556,5.179375,3.36875,3.618125,2.605,3.255625,4.173125,29.46
1557,5.254375,3.23625,3.484375,2.53375,3.184375,4.106875,29.58
1559,5.2275,3.164375,3.484375,2.53375,3.483125,4.106875,29.58
1560,5.2275,3.164375,3.581875,2.53375,3.483125,4.209375,29.58
1561,5.255,3.008125,3.621875,2.5,3.445625,4.169375,29.76
1562,5.346875,3.008125,3.621875,2.5,3.445625,4.0775,29.76
1564,5.456875,3.216875,3.643125,2.419375,3.305625,4.158125,29.76
1565,5.456875,3.216875,3.643125,2.374375,3.239375,4.069375,29.76
1567,5.456875,3.399375,3.860625,2.5425,3.239375,4.10125,29.76
1568,5.456875,3.4975,3.9625,2.5425,3.239375,4.10125,29.76
1569,5.5725,3.581875,3.79125,2.5425,3.239375,4.0725,29.76
1571,5.6825,3.696875,3.689375,2.53,3.329375,3.871875,29.76
1572,5.6825,3.696875,3.619375,2.53,3.199375,3.871875,29.76
1573,5.6825,3.788125,3.728125,2.595625,3.199375,4.00625,29.76
1575,5.8375,3.956875,3.728125,2.63875,3.2325,4.00625,29.76
1576,5.940625,4.046875,3.571875,2.74875,3.18875,4.103125,29.76
1578,5.946875,4.125625,3.705625,2.839375,3.298125,4.084375,29.67
1579,6.05,4.125625,3.655,2.839375,3.298125,4.031875,29.67
1580,5.995625,4.125625,3.7525,2.839375,3.400625,4.08625,29.67
1582,6.105625,4.276875,3.765,2.663125,3.388125,3.80125,29.72
1583,6.20875,4.1925,3.765,2.5475,3.485,3.80125,29.72
1584,6.23375,4.289375,3.686875,2.5475,3.363125,3.679375,29.72
1586,6.290625,4.483125,3.831875,2.5475,3.3125,3.734375,29.72
1587,6.388125,4.585625,3.831875,2.5475,3.3125,3.734375,29.72
1588,6.386875,4.59125,3.941875,2.41375,3.3125,3.75375,29.72
1590,6.49125,4.686875,3.844375,2.32375,3.21,3.84375,29.72
1591,6.53125,4.776875,4.001875,2.32375,3.21,3.75625,29.72
1593,6.701875,4.956875,4.10375,2.2875,3.0675,3.8825,29.72
1594,6.8175,5.046875,4.21375,2.235625,3.0675,3.81875,29.72
1595,6.8175,5.136875,4.32375,2.235625,3.0675,3.81875,29.72
1597,6.9625,5.2075,4.54375,2.215,3.1225,3.94875,29.72
1598,6.90125,5.274375,4.538125,2.305625,3.231875,3.94875,29.54
1600,6.845625,5.42,4.50875,2.389375,3.17125,4.065,29.54
1601,6.99625,5.516875,4.4625,2.4925,3.1825,4.149375,29.52
1603,7.14125,5.543125,4.543125,2.616875,3.2375,4.318125,29.45
1604,7.14125,5.38375,4.543125,2.691875,3.2375,4.4025,29.45
1606,7.075625,5.36375,4.253125,2.9175,3.200625,4.589375,29.45
1607,7.075625,5.253125,4.27375,2.93,3.290625,4.576875,29.45
1608,6.965625,5.163125,4.27375,2.93,3.290625,4.576875,29.45
1610,7.074375,5.251875,4.19,3.125,3.3325,4.62625,29.45
1611,7.171875,5.251875,4.124375,3.23375,3.42375,4.594375,29.45
1613,7.316875,5.09375,4.294375,3.205625,3.515,4.774375,29.26
1614,7.258125,5.06375,4.2425,3.133125,3.57375,4.72875,29.35
1615,7.189375,4.9325,4.163125,3.133125,3.549375,4.8325,29.35
1617,7.286875,4.9325,4.265,3.04375,3.60875,4.863125,29.35
1618,7.350625,4.9325,4.265,3.04375,3.473125,4.935,29.35
1619,7.47875,5.08875,4.30875,3.15375,3.545,5.025,29.34
1621,7.37,5.211875,4.399375,3.15375,3.44,5.025,29.34
1622,7.291875,5.211875,4.399375,3.26375,3.44,4.993125,29.34
1623,7.18875,5.115,4.399375,3.37375,3.44,5.083125,29.34
1625,7.061875,5.115,4.394375,3.37375,3.45125,4.80375,29.34
1626,6.985,5.115,4.394375,3.283125,3.328125,4.694375,29.34
1627,6.985,5.249375,4.3625,3.283125,3.328125,4.591875,29.34
1628,6.985,5.119375,4.380625,3.283125,3.44,4.591875,29.34
1630,6.75625,4.86625,4.271875,3.139375,3.335625,4.630625,29.44
1631,6.615625,4.916875,4.42125,3.20375,3.27625,4.76625,29.44
1632,6.465,4.84375,4.42125,3.076875,3.226875,4.76625,29.44
1634,6.42375,4.885,4.370625,3.185625,3.226875,4.708125,29.44
1635,6.42375,4.885,4.370625,3.185625,3.226875,4.708125,29.44
1636,6.42375,4.815625,4.44,3.335,3.2775,4.708125,29.44
1637,6.375625,4.86375,4.530625,3.335,3.2775,4.8175,29.44
1641,6.609375,5.06875,4.7525,3.670625,3.65,5.04875,28.9
1645,6.890625,5.146875,5.06,3.9625,4.076875,5.263125,28.09
1646,6.988125,5.146875,5.06,4.078125,4.179375,5.3475,28.09
1648,7.038125,5.146875,5.06,4.199375,4.258125,5.4975,28.09
1649,7.135625,5.146875,5.1575,4.199375,4.360625,5.6,28.09
1650,7.076875,5.2,5.26625,4.054375,4.360625,5.641875,28.09
1651,6.92875,5.148125,5.369375,4.005,4.21,5.73875,28.09
1653,6.95375,5.344375,5.530625,4.20875,4.191875,5.770625,27.99
1654,6.96625,5.360625,5.714375,4.20875,4.089375,5.860625,27.99
1656,6.99125,5.360625,5.83,4.20875,3.96875,6.040625,27.99
1661,7.265625,5.80875,6.185,4.76375,3.89125,6.285625,26.76
1663,7.231875,5.8875,6.410625,4.76375,3.98125,6.325,26.76
1664,7.364375,5.76875,6.439375,4.68125,4.07125,6.275,26.76
1666,7.571875,5.6775,6.416875,4.57125,4.25125,6.31125,26.76
1667,7.669375,5.58625,6.418125,4.46125,4.34125,6.32375,26.76
1670,7.7475,5.57375,6.609375,4.62,4.376875,6.6725,26.42
1671,7.845,5.4825,6.500625,4.7175,4.479375,6.775,26.42
1672,7.9425,5.4825,6.61625,4.7175,4.581875,6.859375,26.42
1673,8.045625,5.39125,6.6175,4.651875,4.671875,6.821875,26.42
1681,8.108125,5.454375,6.965625,5.165,4.875,7.031875,24.71
1682,8.11375,5.408125,7.08125,5.30875,4.971875,7.11625,24.61
1684,8.1025,5.31125,7.19125,5.30875,4.965,7.32125,24.61
1685,8.096875,5.214375,7.30125,5.30875,5.055,7.42375,24.61
1687,8.096875,5.015,7.24,5.40625,5.254375,7.5875,24.61
1688,8.085625,4.925,7.13,5.5375,5.35125,7.570625,24.61
1690,7.865625,4.745,7.341875,5.7,5.538125,7.609375,24.61
1691,7.755625,4.655,7.294375,5.80875,5.628125,7.658125,24.61
1693,7.645625,4.565,7.385,5.92875,5.835625,7.64,24.57
1703,7.94,4.573125,7.424375,6.4575,6.465625,7.939375,22.16
1706,8.2175,4.616875,7.728125,6.33375,6.7325,7.97125,21.62
1708,8.4125,4.778125,7.856875,6.45375,6.825,8.07375,21.52
1711,8.346875,4.834375,8.220625,6.4625,6.936875,8.19875,21.01
1712,8.34125,4.834375,8.220625,6.465625,6.9325,8.205625,21.01
1714,8.11,4.768125,8.281875,6.464375,6.96875,8.206875,21.2
1716,8.238125,4.915,8.3025,6.5175,7.039375,8.1875,21.06
1717,8.225625,4.915,8.405625,6.5175,7.051875,8.284375,21.06
1719,8.085,4.75875,8.5625,6.509375,7.1625,8.321875,21.07
1720,8.085,4.635625,8.583125,6.594375,7.2775,8.424375,21.07
1721,8.18125,4.739375,8.511875,6.690625,7.2525,8.424375,21.07
1723,8.29125,4.84875,8.689375,6.6575,7.481875,8.43125,21.04
1724,8.260625,4.958125,8.689375,6.748125,7.428125,8.515625,21.04
1725,8.37625,5.0675,8.57375,6.83875,7.34375,8.6,21.04
1727,8.37625,5.151875,8.616875,7.02,7.34375,8.69125,21.04
1728,8.37625,5.22375,8.656875,7.1175,7.231875,8.79375,21.04
1729,8.37625,5.22375,8.656875,7.215,7.231875,8.89625,21.04
1731,8.37625,5.173125,8.4725,7.32625,7.334375,8.9175,21.04
1732,8.37625,5.264375,8.58125,7.41125,7.334375,9.0325,21.04
1734,8.4175,5.223125,8.58125,7.3025,7.334375,8.94125,21.04
1735,8.54875,5.223125,8.58125,7.3025,7.403125,8.94125,21.04
1737,8.534375,5.15875,8.539375,7.323125,7.3825,9.061875,20.92
1739,8.43125,5.3525,8.675625,7.429375,7.23125,9.08,20.65
1740,8.473125,5.346875,8.676875,7.319375,7.133125,9.050625,20.92
1742,8.278125,5.141875,8.570625,7.3,7.13625,8.973125,21.46
1743,8.180625,5.039375,8.559375,7.293125,7.135,8.9925,21.73
1744,8.083125,4.936875,8.548125,7.28625,7.13375,9.011875,22.0
1746,7.864375,5.04625,8.6675,7.27375,7.099375,8.84875,22.0
1747,7.766875,5.13875,8.775,7.255625,7.1175,8.74625,22.0
1748,7.785,5.275625,8.838125,7.35875,7.214375,8.728125,21.93
1751,7.925625,5.46625,8.6825,7.714375,7.291875,8.719375,21.6
1752,7.936875,5.446875,8.579375,7.72125,7.201875,8.71375,21.63
1754,7.959375,5.49,8.2925,7.836875,7.19625,8.625,21.7
1761,7.93125,5.675625,8.286875,8.03,7.34125,8.535,21.31
1762,7.93125,5.68375,8.299375,8.1375,7.43125,8.516875,21.26
1763,7.925625,5.691875,8.189375,8.245,7.43125,8.516875,21.26
1765,7.683125,5.831875,8.029375,8.431875,7.355,8.46875,21.26
1766,7.585625,5.831875,8.0075,8.5225,7.376875,8.475625,21.26
1767,7.488125,5.831875,7.985625,8.613125,7.39875,8.4825,21.26
1769,7.281875,5.661875,8.039375,8.6175,7.544375,8.455,21.46
1771,7.19,5.645,8.171875,8.60375,7.520625,8.46875,21.4
1773,6.989375,5.754375,8.16625,8.785,7.508125,8.396875,21.4
1774,6.99625,5.754375,8.16625,8.88125,7.611875,8.39,21.4
1777,6.995,5.710625,8.039375,8.815625,7.588125,8.45125,21.72
1779,6.97,5.75125,7.92375,8.793125,7.57,8.391875,21.98
1780,6.975625,5.775,7.808125,8.769375,7.564375,8.3075,22.25
1782,6.9825,5.83375,7.82375,8.504375,7.460625,8.195,22.62
1783,6.995,5.930625,7.926875,8.504375,7.550625,8.0925,22.62
1786,6.995,6.124375,7.92125,8.755625,7.575625,8.028125,22.31
1787,6.995,6.1875,8.01875,8.795,7.575625,8.028125,22.23
1789,7.08,6.1875,8.10375,8.555,7.59375,8.08,22.23
1790,7.170625,6.1875,8.099375,8.451875,7.599375,8.09125,22.23
1791,7.26125,6.1875,8.086875,8.343125,7.611875,8.109375,22.23
1793,7.39375,6.181875,8.095,8.3175,7.561875,8.05,22.27
1795,7.39375,6.128125,8.090625,8.16,7.5675,8.06,22.66
1796,7.3825,6.12125,8.091875,8.166875,7.573125,8.064375,22.85
1798,7.365625,6.08125,8.094375,8.006875,7.584375,8.0675,23.28
1800,7.354375,5.8875,8.096875,7.800625,7.595625,8.065,23.84
1801,7.355625,5.790625,8.098125,7.6975,7.60125,8.056875,24.12
1803,7.32625,5.713125,8.073125,7.6,7.62625,8.06125,24.41
1816,7.394375,6.1775,8.040625,7.74,7.84125,8.00625,22.46
1831,8.26375,6.91125,8.674375,8.08375,8.476875,8.19,18.38
1847,9.304375,7.590625,9.164375,8.64375,9.2225,8.874375,14.29
1852,9.21375,7.615,9.463125,8.554375,9.43,8.92375,13.41
1854,9.171875,7.4575,9.669375,8.336875,9.5325,9.031875,13.41
1856,9.171875,7.32875,9.78375,8.265625,9.5325,9.1175,13.57
1859,9.1525,7.2925,9.80625,8.32,9.515625,9.113125,13.86
1866,9.509375,7.460625,10.141875,8.3125,9.530625,9.245,12.83
1871,9.984375,7.780625,10.145625,8.271875,9.490625,9.126875,11.95
1872,10.1,7.780625,10.15125,8.18125,9.485,9.101875,11.95
1874,9.99,7.67125,10.245,8.189375,9.4875,9.216875,11.95
1875,9.995625,7.67125,10.335625,8.091875,9.505625,9.2,11.95
1877,10.020625,7.541875,10.3275,8.03375,9.51,9.16625,12.28
1879,10.081875,7.414375,10.42375,7.93625,9.529375,9.214375,12.37
1885,10.05,7.25625,10.539375,8.250625,9.606875,9.496875,11.28
1902,10.300625,8.1775,10.819375,9.68375,9.45875,9.16,7.0
1909,10.38875,8.156875,10.893125,9.896875,9.35125,9.113125,6.8
1922,10.76375,7.985625,11.045,9.974375,9.1475,8.88375,6.91
1923,10.660625,7.98,11.04375,9.98,9.14875,8.786875,7.19
1925,10.476875,7.98,11.04125,9.98,9.15125,8.770625,7.63
1926,10.37375,7.98,11.034375,9.98,9.054375,8.7775,7.91
1928,10.379375,7.9675,11.048125,9.77375,8.860625,8.770625,8.47
1933,10.2625,8.026875,11.01375,9.745625,8.769375,8.781875,8.7
1936,10.38375,7.960625,10.9875,9.74,8.751875,8.77625,9.06
1949,10.28375,8.039375,10.953125,9.700625,8.831875,8.79125,9.22
1950,10.275625,8.0325,10.96,9.695,8.8375,8.799375,9.47
1952,10.2675,8.001875,10.940625,9.726875,8.869375,8.79375,9.59
1955,10.199375,8.299375,10.928125,10.019375,8.743125,8.810625,9.37
1956,10.089375,8.243125,10.915625,9.875625,8.653125,8.823125,9.48
1957,10.11875,8.175625,10.903125,9.743125,8.62375,8.835625,9.61
1959,9.906875,8.015625,10.88625,9.659375,8.6975,8.834375,10.0
1960,9.944375,7.965625,10.891875,9.645625,8.72375,8.82875,9.99
1962,9.90875,7.771875,10.903125,9.46125,8.771875,8.783125,10.53
1977,10.081875,8.2725,11.038125,9.85125,8.88875,8.6675,8.65
1979,9.9175,8.31,11.06875,9.94875,8.8875,8.6675,8.64
1980,9.9175,8.31,11.09375,9.9375,8.880625,8.660625,8.64
1982,9.680625,8.134375,11.090625,9.71875,8.88625,8.489375,9.2
1983,9.669375,8.14,11.028125,9.76625,8.943125,8.453125,9.48
1984,9.66375,8.055625,11.01,9.65625,8.9375,8.476875,9.76
1989,9.675,7.99375,10.919375,9.534375,8.909375,8.568125,10.14
1992,9.675,8.010625,10.883125,9.536875,8.8925,8.601875,10.32
1994,9.658125,8.010625,10.87625,9.316875,8.89375,8.444375,10.88
1995,9.6275,8.01625,10.870625,9.316875,8.89375,8.475,11.11
1997,9.61125,8.03,10.8525,9.314375,8.941875,8.45,11.55
1999,9.36875,8.0425,10.84,9.334375,8.761875,8.4525,12.09
2003,9.31,8.058125,10.79625,9.310625,8.831875,8.493125,12.34
2004,9.304375,8.06375,10.789375,9.189375,8.7475,8.505625,12.61
2005,9.18875,8.069375,10.67375,9.178125,8.663125,8.426875,12.88
2016,8.87875,8.21125,10.619375,9.11,8.615625,8.565,12.98
2017,8.860625,8.126875,10.61375,9.00125,8.614375,8.583125,13.25
2019,8.72125,8.0875,10.653125,8.97875,8.534375,8.625,13.78
2027,9.011875,8.16875,10.701875,9.014375,8.6725,8.830625,12.69
2029,9.10375,8.070625,10.715625,9.014375,8.8525,8.843125,12.42
2031,9.120625,8.05125,10.77125,8.9225,8.709375,8.825,12.79
2042,9.208125,7.9025,11.01875,9.015,8.568125,8.6875,12.53
2050,9.359375,7.9425,11.013125,9.080625,8.468125,8.53625,12.39
2051,9.385625,7.83875,11.026875,8.9775,8.441875,8.529375,12.44
2054,9.37,7.72125,11.041875,8.799375,8.350625,8.516875,12.72
2059,9.715625,8.101875,11.035,9.045625,8.45125,8.450625,11.64
2061,9.6625,8.235,11.0125,9.16375,8.39375,8.5325,11.25
2063,9.5525,8.318125,10.99,9.170625,8.39375,8.375,11.43
2065,9.5525,8.318125,10.9675,9.119375,8.38,8.2625,11.72
2067,9.4425,8.318125,10.945,8.913125,8.27625,8.105,12.28
2068,9.41625,8.318125,10.93375,8.81,8.179375,8.1425,12.56
2071,9.311875,8.318125,10.9,8.7125,8.064375,8.093125,12.96
2072,9.273125,8.318125,10.88875,8.735,8.041875,8.143125,13.13
2074,9.1325,8.24625,10.75625,8.643125,8.03625,7.985625,13.69
2075,9.1325,8.229375,10.761875,8.54,8.029375,7.906875,13.97
2077,9.14375,8.218125,10.739375,8.33375,8.015625,7.749375,14.53
2078,9.18125,8.09625,10.728125,8.230625,8.00875,7.755,14.73
2080,9.3875,8.180625,10.703125,8.14,8.00875,7.78,14.67
2081,9.485,8.180625,10.593125,8.255625,8.02125,7.864375,14.67
2083,9.57,8.18875,10.641875,8.098125,7.976875,7.924375,14.67
2085,9.53375,8.286875,10.639375,8.269375,8.02,7.850625,14.55
2087,9.503125,8.289375,10.65625,8.269375,8.03125,7.850625,14.78
2096,9.35,8.33125,10.623125,8.501875,8.085625,8.108125,13.64
2100,9.603125,8.27375,10.413125,8.551875,8.236875,8.12125,13.24
2101,9.61,8.268125,10.303125,8.43625,8.145625,8.036875,13.39
2102,9.5975,8.275,10.193125,8.320625,8.06125,7.9525,13.66
2104,9.54875,8.275,10.084375,8.44875,8.043125,7.8,13.78
2105,9.54875,8.275,10.194375,8.43625,8.145625,7.8,13.78
2107,9.6825,8.281875,9.988125,8.319375,8.04875,7.679375,14.05
2108,9.735,8.229375,9.885,8.209375,7.95875,7.5825,14.32
2109,9.735,8.229375,9.935,8.12125,7.90875,7.470625,14.58
2111,9.729375,8.241875,9.85,8.04625,7.800625,7.331875,14.97
2113,9.7125,8.266875,9.63,7.82625,7.620625,7.14375,15.51
2114,9.7125,8.27375,9.4975,7.841875,7.598125,7.07625,15.78
2116,9.7475,8.294375,9.3,7.82125,7.52625,7.110625,16.05
2117,9.741875,8.384375,9.19,7.93125,7.53875,7.01375,16.05
2119,9.86875,8.44875,8.989375,7.9425,7.66875,6.881875,15.94
2121,9.89375,8.430625,8.8325,7.960625,7.625625,6.856875,16.43
2122,9.79625,8.418125,8.860625,7.973125,7.5975,6.754375,16.58
2123,9.69875,8.315625,8.86625,7.93875,7.644375,6.73625,16.85
2125,9.50375,8.290625,8.9,7.96375,7.464375,6.6775,17.39
2127,9.484375,8.2,8.916875,7.981875,7.47125,6.545625,17.86
2129,9.48625,8.255,8.93375,8.1325,7.505625,6.486875,17.73
2131,9.51125,8.186875,8.806875,8.188125,7.606875,6.3,17.9
2133,9.52,8.186875,8.806875,8.04625,7.598125,6.241875,18.09
2138,9.471875,8.27625,8.863125,7.929375,7.541875,6.3175,18.33
2140,9.45125,8.296875,8.840625,7.929375,7.519375,6.3625,18.5
2144,9.39625,8.206875,8.851875,7.811875,7.515625,6.4175,19.03
2146,9.413125,8.19,8.851875,7.793125,7.534375,6.4175,19.2
2147,9.413125,8.1,8.863125,7.683125,7.523125,6.4175,19.47
2150,9.42875,7.863125,8.764375,7.52,7.49625,6.3275,19.98
2158,9.300625,8.004375,8.78375,7.67125,7.739375,6.300625,19.37
2167,9.570625,8.045625,8.78375,8.0,7.941875,6.858125,17.68
2169,9.57875,8.034375,8.795,7.994375,7.96,6.8375,17.73
2170,9.46875,8.02875,8.800625,7.885625,7.86875,6.7475,17.99
2171,9.56625,8.04125,8.690625,7.885625,7.86875,6.7475,17.99
2178,9.65125,8.33375,8.6225,8.349375,7.84,7.203125,16.61
2181,9.656875,8.54,8.735,8.4275,7.8275,7.213125,15.9
2183,9.6625,8.441875,8.523125,8.530625,7.731875,7.31,15.9
2185,9.6625,8.530625,8.440625,8.56,7.6225,7.38375,15.92
2187,9.58875,8.5625,8.4075,8.535,7.52125,7.385,15.97
2191,9.689375,8.52,8.418125,8.51875,7.473125,7.380625,16.29
2192,9.591875,8.421875,8.41375,8.5175,7.474375,7.380625,16.56
2194,9.616875,8.239375,8.311875,8.395,7.463125,7.37375,17.1
2196,9.52625,8.101875,8.314375,8.44125,7.463125,7.353125,17.45
2197,9.6,8.074375,8.328125,8.3825,7.475625,7.339375,17.53
2200,9.395,7.904375,8.56375,8.3075,7.43625,7.393125,17.78
2201,9.279375,7.82,8.66,8.398125,7.54,7.5025,17.78
2203,9.28625,7.633125,8.860625,8.37875,7.726875,7.714375,17.78
2204,9.219375,7.543125,8.848125,8.245,7.750625,7.79375,17.93
2205,9.274375,7.453125,8.738125,8.250625,7.745,7.93875,17.93
2206,9.140625,7.45625,8.848125,8.2475,7.745,7.9625,17.93
2208,8.934375,7.2625,9.04875,8.2475,7.854375,8.0525,17.93
2209,8.84125,7.255625,9.005625,8.3575,7.8975,8.2425,17.86
2211,8.750625,7.23625,8.968125,8.42,8.0375,8.1875,18.0
2215,8.74875,7.18375,9.308125,8.595,8.373125,8.59125,17.2
2216,8.65125,7.19625,9.37625,8.5825,8.374375,8.419375,17.47
2218,8.5525,7.113125,9.48625,8.479375,8.349375,8.419375,17.47
2219,8.42,7.01625,9.52625,8.37625,8.309375,8.351875,17.58
2222,8.608125,7.03,9.666875,8.36375,8.3875,8.34375,17.09
2223,8.718125,7.12,9.55125,8.40375,8.3475,8.259375,17.09
2225,8.983125,7.03,9.2975,8.371875,8.559375,8.158125,17.09
2226,8.983125,6.94,9.1875,8.3525,8.57875,8.158125,17.09
2227,8.8075,6.915625,9.060625,8.34,8.59125,8.085,17.16
2229,8.610625,6.8325,8.949375,8.273125,8.595625,7.93875,17.56
2230,8.500625,6.75375,8.828125,8.331875,8.505625,8.08,17.56
2231,8.41875,6.7125,8.983125,8.173125,8.4775,8.235,17.56
2234,8.293125,6.629375,8.93875,8.28875,8.505625,8.344375,17.68
2235,8.293125,6.629375,8.8175,8.296875,8.426875,8.33625,17.95
2237,8.293125,6.595,8.690625,8.325625,8.35375,8.341875,18.36
2238,8.306875,6.574375,8.569375,8.34625,8.275,8.328125,18.58
2240,8.308125,6.5675,8.326875,8.3325,8.1175,8.3475,18.96
2241,8.253125,6.664375,8.205625,8.435625,8.03875,8.2025,18.96
2243,8.239375,6.678125,8.033125,8.42,8.054375,8.175,18.99
2245,8.238125,6.691875,7.813125,8.425,8.036875,7.995,19.53
2246,8.11125,6.70875,7.813125,8.4275,8.034375,7.905,19.63
